time,wind_speed,wind_dir,temp,rh,barometer,radiation,inner_temp,pm_10,pm_2.5,pm_1
1.0,-0.11818653994566469,0.02542743520582309,0.0778050631960773,-0.22204754314600827,0.0013878525567344968,-0.003132753801162944,0.261456301133231,-0.3968598907946568,-0.29972061087130475,-0.24129614726121093
-0.11818653994566469,1.0,-0.04868944783327545,0.3276544387857246,-0.018259144778252065,-0.30385197233320566,0.1022142093914682,0.23777620971489272,-0.17678587051018846,-0.2645897159371328,-0.2981240348023415
0.02542743520582309,-0.04868944783327545,1.0,0.09791828248413813,-0.011657851639077446,-0.06831549743858377,0.0585130556770584,0.06471997596761897,0.028175960936844005,0.03820690366655864,0.045403501925439564
0.0778050631960773,0.3276544387857246,0.09791828248413813,1.0,-0.14567610388990446,-0.8195956276951871,0.4113517476188697,0.7053858324064153,-0.23988326472106838,-0.4037006098460087,-0.46290622416393234
-0.22204754314600827,-0.018259144778252065,-0.011657851639077446,-0.14567610388990446,1.0,0.03719367229730826,-0.07218817822794354,-0.10832869229835632,0.06740310677918279,0.08282173728021532,0.07944063257714755
0.0013878525567344968,-0.30385197233320566,-0.06831549743858377,-0.8195956276951871,0.03719367229730826,1.0,-0.11783777321207721,-0.5522613078458981,0.2661853423362293,0.38453322139245344,0.4450190218118407
-0.003132753801162944,0.1022142093914682,0.0585130556770584,0.4113517476188697,-0.07218817822794354,-0.11783777321207721,1.0,0.31700571140977085,-0.1291490689803378,-0.21727303069522194,-0.22251617816157046
0.261456301133231,0.23777620971489272,0.06471997596761897,0.7053858324064153,-0.10832869229835632,-0.5522613078458981,0.31700571140977085,1.0,-0.27125662503524683,-0.3747005998585515,-0.39690861315811504
-0.3968598907946568,-0.17678587051018846,0.028175960936844005,-0.23988326472106838,0.06740310677918279,0.2661853423362293,-0.1291490689803378,-0.27125662503524683,1.0,0.9331090269572315,0.8803233545899453
-0.29972061087130475,-0.2645897159371328,0.03820690366655864,-0.4037006098460087,0.08282173728021532,0.38453322139245344,-0.21727303069522194,-0.3747005998585515,0.9331090269572315,1.0,0.9850335800262191
-0.24129614726121093,-0.2981240348023415,0.045403501925439564,-0.46290622416393234,0.07944063257714755,0.4450190218118407,-0.22251617816157046,-0.39690861315811504,0.8803233545899453,0.9850335800262191,1.0
